album_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
12 Memories From Jimmy Martin To Us,0.623,0.42,-15.23,0.0719,0.224,1.14e-06,0.901,103.695
12 Of His Biggest Hits,0.6463333333333333,0.582,-10.673,0.04643333333333333,0.10286666666666666,0.008456666666666666,0.8853333333333332,160.72466666666668
12 Rounds,0.725,0.611,-7.218,0.128,0.086,0.0,0.415,101.012
12 Songs,0.685,0.0218,-31.351,0.0379,0.637,0.441,0.251,84.225
12 Stones,0.531,0.95,-3.926,0.0486,0.00362,0.0,0.525,96.925
12 Super Exitos,0.641,0.409,-15.412,0.0304,0.172,1.79e-06,0.679,103.959
12 Weeks,0.584,0.411,-10.995,0.0355,0.84,0.853,0.249,84.986
12 bit Blues,0.828,0.604,-10.064,0.139,0.0416,0.878,0.89,137.384
12 de Junho,0.571,0.716,-8.011,0.0292,0.0711,4.46e-05,0.629,167.905
12 groszy,0.24,0.817,-8.574,0.0723,0.0244,0.0,0.563,196.693
12 lágrimas,0.667,0.723,-8.494,0.231,0.823,2.36e-06,0.901,80.082
12 segundos de oscuridad,0.801,0.423,-4.918,0.0703,0.486,0.0106,0.468,139.987
"12"" Singles And Mixes",0.66,0.496,-11.663,0.0272,0.252,0.000407,0.336,126.609
12-15,0.554,0.5625,-11.795,0.24289999999999998,0.28900000000000003,0.0,0.2865,156.911
120 Grad,0.839,0.432,-11.593,0.0422,0.0323,0.0,0.676,121.947
120 Km/Hr.,0.49475,0.9225,-2.149,0.069575,0.009742500000000001,0.0,0.44175,119.24000000000001
123 EP,0.567,0.92,-1.285,0.0701,0.171,0.0,0.575,171.05
12:30,0.802,0.771,-3.058,0.0675,0.00799,0.004,0.794,91.993
12秒,0.445,0.958,-2.23,0.12,0.408,0.00107,0.621,160.086
13,0.570375,0.7515000000000001,-6.735875,0.0558,0.087879125,0.10313996249999999,0.317125,125.491
"13 Ambient Background Rain Sounds for Spa, Meditation and Stress Relief",0.1335,0.9225,-24.323,0.06245,0.4465,0.813,0.0165,98.961
13 Missed Calls,0.639,0.724,-6.346,0.0664,0.452,0.0,0.522,129.712
13 Reasons Why,0.543875,0.615625,-6.212249999999999,0.0694375,0.2919674,0.08400151375,0.31475,144.077875
13 Songs,0.618,0.716,-8.224,0.0367,0.00473,0.822,0.545,92.174
13 Voices,0.393,0.899,-4.105,0.0491,0.000811,0.0,0.54,175.926
13 Ways To Bleed Onstage,0.4385,0.8845000000000001,-5.6265,0.0504,0.004436799999999999,6.539999999999999e-05,0.3865,125.37
13樓的大笨象,0.423,0.721,-5.838,0.0425,0.344,0.0,0.482,168.046
14,0.5945,0.5105,-11.093,0.08745,0.0393435,0.8165,0.3395,92.7385
14 Grandes Exitos,0.66,0.441,-11.02,0.0364,0.152,0.000267,0.449,125.663
14 Hours of House EP,0.787,0.798,-9.715,0.047,0.0039,0.938,0.515,115.994
14 Impactos Bailables con Los Master's,0.671,0.5366,-14.189600000000002,0.05688,0.42460000000000003,0.09864229999999999,0.9262,107.03699999999999
14 Shades of Grey,0.407,0.896,-2.935,0.063,0.012,0.0,0.156,138.697
14 Songs,0.527,0.784,-10.59,0.0404,0.0587,0.0,0.669,143.585
14 de Colección,0.518,0.718,-4.931,0.103,0.814,2.63e-06,0.777,117.09
14 x Owe Thörnqvist,0.5833333333333334,0.7503333333333333,-5.5553333333333335,0.04773333333333334,0.40499999999999997,0.0,0.9136666666666667,125.26700000000001
14 минут до старта,0.49849999999999994,0.4085,-11.447,0.0462,0.734,0.159501275,0.4115,106.22749999999999
14:08,0.691,0.729,-8.086,0.365,0.625,0.0,0.26,83.7
15,0.5660000000000001,0.9804999999999999,-3.597,0.065325,0.00885,8.425e-07,0.596,136.22975
15 Anniversary,0.796,0.84,-6.645,0.0397,0.239,0.000507,0.968,124.87
15 Anos,0.4655714285714286,0.8188571428571428,-6.363714285714286,0.09882857142857142,0.4605714285714285,0.0,0.679142857142857,120.09400000000001
15 Años Maquinando,0.738,0.927,-4.211,0.0611,0.217,0.0,0.959,110.335
15 Años de Éxitos,0.744,0.755,-6.813,0.0354,0.166,0.000105,0.915,115.068
15 Baladas Inolvidables Vol. 1 - Las Mejores,0.6315,0.39549999999999996,-12.9565,0.030600000000000002,0.2025,4.715e-06,0.645,102.5705
15 Calming Loopable Rain Sounds,0.137,0.89,-26.949,0.041,0.903,0.696,0.0238,78.953
15 De Los Moonlights,0.52375,0.3235,-14.5945,0.0455,0.18014999999999998,0.0,0.60475,112.54425
"15 Escupitajos Bailables, Vol. 1",0.494,0.978,-3.557,0.0586,0.000708,0.00496,0.967,139.69
15 Exitos,0.48314285714285715,0.5321428571428571,-9.153142857142857,0.03585714285714286,0.32887857142857146,2.6035714285714286e-05,0.6085714285714285,132.768
"15 Exitos ""Danzones""",0.35,0.59,-11.337,0.0682,0.48,0.395,0.799,134.729
15 Exitos De Enrique Guzman Vol. ll,0.31616666666666665,0.43250000000000005,-9.418833333333334,0.0315,0.6468333333333333,3.7166666666666664e-05,0.4891666666666667,116.37516666666666
15 Exitos Del Recuerdo,0.474,0.347,-7.966,0.025,0.803,0.0,0.397,101.268
15 Exitos del Rock & Roll,0.6123333333333334,0.429,-10.252333333333333,0.04376666666666667,0.8523333333333333,0.0007300000000000001,0.6746666666666666,112.60766666666666
15 Grandes Exitos,0.6,0.6732,-6.7936,0.03734,0.22186,7.439999999999999e-05,0.6572,93.038
15 Grandes Exitos - Los Discos De Oro De Roberto Goyeneche,0.4895454545454545,0.39136363636363636,-10.248636363636363,0.06530000000000001,0.7257272727272727,0.00030977727272727274,0.5292727272727272,109.19190909090908
15 Grandes Favoritas,0.726,0.422,-12.986,0.0316,0.562,0.0,0.749,111.22
15 Grandes Inolvidables,0.5854999999999999,0.3525,-14.9825,0.028650000000000002,0.378,0.0,0.6990000000000001,96.69800000000001
15 Jahre Deutschrock & SKAndale,0.609,0.874,-2.191,0.0364,0.00424,0.0,0.433,140.034
15 Rolitas de Amor,0.364,0.783,-5.323,0.049,0.00593,0.00456,0.507,155.016
15 Years of Metalheadz,0.573,0.896,-4.575,0.0604,2.09e-05,0.598,0.604,164.92
15 Years of West Coast Cool,0.851,0.414,-8.518,0.0314,0.0498,0.00135,0.581,102.807
15 años... ¡¡Sin niun brillo!,0.5509999999999999,0.8454999999999999,-5.340999999999999,0.0595,0.01035,0.002146,0.6945,120.8145
15 let jsem na Kovárně na plech,0.311,0.889,-6.448,0.16,0.00428,0.0,0.668,157.586
15 Éxitos,0.6335384615384616,0.5744615384615385,-7.329538461538461,0.07023846153846154,0.5592769230769231,0.00015162076923076924,0.787923076923077,123.10892307692308
15 Éxitos de Oro,0.628,0.274,-18.713,0.0385,0.627,1.09e-05,0.447,95.881
150 Fun Songs For Kids,0.6836666666666668,0.3323333333333333,-7.930666666666667,0.0407,0.7296666666666667,0.0,0.5813333333333334,141.31566666666666
150 Preschool Songs,0.8410000000000001,0.641,-7.2683333333333335,0.08256666666666666,0.4206666666666667,2.1933333333333332e-05,0.7200000000000001,108.051
150 Toddler Favorites,0.8680000000000001,0.403,-8.405000000000001,0.0451,0.7295,0.0,0.9205000000000001,121.963
1500,0.682,0.789,-7.925,0.252,0.505,0.014,0.735,89.999
16 Bandazos de Oro,0.776,0.504,-7.193,0.0385,0.727,0.000474,0.963,115.803
16 Biggest Hits,0.7064999999999999,0.775,-6.3625,0.033049999999999996,0.257,0.0,0.7695,135.51350000000002
16 Different Flavours Of Hell,0.656,0.737,-12.497,0.0539,0.0018,0.0,0.69,129.008
"16 Exitos - Rancheras Populares, Vol. 3",0.641,0.8073333333333332,-6.231000000000001,0.03576666666666667,0.11966666666666666,0.00116,0.9329999999999999,145.84733333333335
16 Exitos Serie de Coleccion,0.4216666666666667,0.5116666666666667,-11.289333333333333,0.0666,0.07396666666666667,0.2709666666666667,0.539,125.604
16 Exitos Vol. 1,0.50225,0.4235,-9.158249999999999,0.047975000000000004,0.6174999999999999,0.0,0.62225,115.30600000000001
16 Exitos de Marco Antonio Vazquez,0.593,0.403,-8.796,0.0485,0.856,4.32e-05,0.785,115.346
16 Most Requested Songs,0.516,0.1785,-15.598749999999999,0.032475000000000004,0.85575,1.395e-06,0.49075,89.8795
16 Shots,0.684,0.79,-4.871,0.0735,0.0271,0.000371,0.549,95.083
16 Svenska originalklassiker,0.595,0.804,-4.511,0.0377,0.48,0.0,0.924,131.655
16 Éxitos: Baladas,0.4984,0.35700000000000004,-9.1786,0.05147999999999999,0.893,0.00045307999999999996,0.4668,101.0608
165 303,0.632,0.972,-4.231,0.159,0.136,0.359,0.516,165.035
16未成年,0.589,0.692,-4.496,0.0286,0.112,0.0,0.407,151.821
17,0.7063529411764706,0.3582941176470588,-10.245823529411766,0.12141176470588236,0.45137647058823527,0.0033035211764705884,0.3473117647058824,128.9450588235294
17 - Kinderen voor Kinderen,0.799,0.512,-7.114,0.0386,0.416,0.0,0.41,120.117
17 Años,0.698,0.928,-1.817,0.0748,0.355,0.0,0.93,94.874
17 Exitos en Honor a Mi Padre,0.624,0.515,-9.158000000000001,0.07730000000000001,0.659,0.000315085,0.839,125.7725
17 Sleep Sounds. Sounds of Rain Water to Help You Sleep all Night. Loopable with no Fades,0.151,0.859,-20.605,0.0746,8.41e-06,0.946,0.03,134.937
1718 Mixtape,0.88,0.602,-5.89,0.255,0.115,8.97e-06,0.815,89.031
1755,0.452,0.977,-3.574,0.0655,6.24e-06,0.734,0.324,130.013
175R BEST 「ANNIVERSARY 1998-2018」,0.5297499999999999,0.91925,-3.2837499999999995,0.094,3.06e-05,1.64e-06,0.4275,128.203
18,0.6078333333333333,0.6353333333333334,-7.424666666666667,0.06818333333333333,0.20234333333333335,0.0005991466666666667,0.3961666666666666,133.29933333333335
18 Anos Sem Tirar,0.349,0.9193333333333333,-5.0376666666666665,0.19266666666666668,0.014168,0.00084,0.5883333333333334,171.88566666666668
18 Candles: The Early Years,0.366,0.537,-7.654,0.0297,0.26,0.0,0.258,75.142
18 Excepcionales Exitos,0.67,0.545,-9.346,0.0371,0.622,0.0,0.886,91.042
18 Greatest Hits,0.6325000000000001,0.8195,-8.4995,0.0281,0.030185,0.05875,0.7949999999999999,113.697
18 Months,0.6878333333333333,0.9054166666666666,-3.748083333333333,0.052050000000000006,0.12682633333333332,0.0435322,0.7134999999999999,127.22175
"18 Natural Rain Noises - Great for Sleeping, Meditation, Focus, Yoga or Relaxing",0.197,0.961,-16.19,0.0666,0.19,0.99,1e-05,130.916
18 Relaxing Rain Sounds - No Fade,0.108,0.774,-17.2,0.0725,0.435,0.992,0.0182,93.952
18 Til I Die,0.5195,0.5495,-8.474,0.02875,0.3705,0.00039465,0.3765,160.7115
18 Yoga and Meditation Nature Sounds - Peaceful and Ambient,0.0976,0.93,-23.162,0.0552,0.096,0.972,0.0304,68.624
180 Gram,0.615,0.344,-13.349,0.0813,0.91,0.848,0.179,66.997
180 Nature Sounds,0.0706,0.892,-13.16,0.104,0.831,0.94,0.0368,181.668
1825,0.844,0.453,-12.495,0.0496,0.0289,0.819,0.252,124.997
1826 GÜn,0.664,0.418,-14.593,0.267,0.435,0.0292,0.302,99.968
1830m,0.39,0.981,-3.4,0.0841,0.03,0.00699,0.433,158.054
19,0.5641666666666666,0.37675,-8.497916666666667,0.035975,0.57445,3.7583333333333337e-05,0.29469166666666663,94.99591666666667
19 BEST●青,0.247,0.907,-4.323,0.0689,2.36e-05,9.45e-06,0.465,129.096
19 Jaar,0.666,0.989,-1.823,0.0463,0.129,0.0,0.821,149.959
19 Naughty III,0.862,0.642,-13.652,0.101,0.102,0.0,0.765,99.2
19 summer note.,0.442,0.957,-1.842,0.0857,0.00213,0.000591,0.817,173.099
190 Tage,0.678,0.721,-5.237,0.376,0.526,8.91e-06,0.36,85.647
1919 Eternal,0.526,0.866,-5.808,0.0926,0.00248,0.000515,0.29,121.011
1920,0.556,0.597,-6.364,0.0366,0.342,0.0,0.331,96.99
1920 Evil Returns,0.563,0.689,-4.294,0.0262,0.294,0.0,0.321,101.94
1938-1942,0.576,0.303,-10.595,0.0373,0.971,0.103,0.521,128.381
1942 A Love Story,0.517,0.495,-10.129,0.0326,0.583,0.0,0.826,81.402
1947: Earth,0.468,0.384,-14.001,0.0538,0.307,0.000379,0.0577,139.962
1950,0.6,0.535,-7.043,0.107,0.648,4.7e-06,0.269,71.912
1953 Hürel,0.749,0.512,-8.945,0.0391,0.274,0.0138,0.813,99.67
1962-1963,0.554,0.395,-9.782,0.0309,0.986,0.00333,0.814,144.646
1963 - 1964 : Nuit et Brouillard - La Montagne,0.494,0.433,-12.15,0.0365,0.673,0.000424,0.452,115.298
1972 - 1976,0.489,0.367,-14.936,0.0279,0.395,0.0,0.629,92.933
1974,0.587,0.732,-6.813,0.0287,0.000561,0.000904,0.389,120.038
1977,0.756,0.631,-7.5255,0.3095,0.15045499999999998,0.018561150000000002,0.24755000000000002,125.963
1978-1981: Never Mind the Gizmos Here's the Gizmos,0.524,0.955,-8.4,0.0697,0.544,0.643,0.594,182.017
1979,0.299,0.128,-16.762,0.0367,0.949,0.876,0.0369,139.45
1979-1982,0.275,0.564,-14.272,0.0362,0.00517,0.649,0.202,113.124
1979: Remixed,0.14300000000000002,0.16749999999999998,-17.9655,0.038000000000000006,0.956,0.9319999999999999,0.0343,108.279
1980: Brand New Rage,0.567,0.805,-11.717,0.0549,0.0001,0.0,0.463,108.019
1980s Rock For Kids,0.668,0.592,-13.028,0.0302,0.0542,8.03e-05,0.869,130.487
1982 4 Piece Demo,0.426,0.732,-5.822,0.0325,0.432,0.292,0.805,118.807
1984,0.52875,0.93825,-4.515000000000001,0.095,0.043306500000000005,0.008543625000000001,0.47875,122.81275
1985/2007 Sucessos Regravados,0.6118,0.8906000000000001,-5.3838,0.06392,0.047636,3.416e-05,0.78,151.1876
1986,0.527,0.763,-7.44,0.0415,0.0409,1.13e-06,0.372,125.997
1989,0.6150000000000001,0.628,-7.558333333333334,0.20703333333333332,0.24030000000000004,0.18020000000000003,0.42533333333333334,140.686
1992,0.823,0.457,-12.669,0.0417,0.00301,0.882,0.459,123.067
1995-2000,0.418,0.93,-7.251,0.0489,9.85e-06,0.000106,0.592,110.707
1996,0.5619999999999999,0.3393333333333333,-14.168333333333331,0.10266666666666667,0.6913333333333332,0.518,0.4076666666666667,101.97833333333334
1996 - 1999 : Years in Ruin,0.28,0.996,-2.435,0.0977,0.000157,0.0011,0.322,141.159
1999,0.644,0.819,-8.05,0.0324,0.136,0.00283,0.782,132.037
1999 BLACK LIST [本家極悪集大成盤],0.5025,0.9365,-4.303,0.06305,0.0038391,5.5825e-05,0.35675,124.54575
1:00 Am,0.736,0.752,-7.393,0.0454,0.696,2.84e-06,0.609,99.96
1Uptown,0.943,0.509,-8.207,0.248,0.0655,0.0,0.579,112.017
1law,0.64,0.6207999999999999,-8.059800000000001,0.29367333333333334,0.40807333333333334,0.0002978893333333333,0.4898,101.22866666666667
1st Special Edition,0.714,0.606,-7.496,0.0709,0.652,2.47e-05,0.678,79.014
1x1,0.49933333333333335,0.9636666666666667,-1.5303333333333338,0.1745,0.016823333333333333,0.06256666666666667,0.24076666666666666,153.33866666666668
1º Show de Volta aos Palcos: Ao Vivo em Floripa,0.648,0.769,-7.237,0.0468,0.535,0.0,0.806,100.127
1ère Faille,0.84,0.65,-7.724,0.357,0.142,0.0,0.649,115.027
2,0.5484545454545455,0.8438181818181818,-5.889454545454544,0.060881818181818176,0.03362967272727273,0.34277958181818186,0.5883636363636363,138.97845454545453
2 Am. Study Session,0.763,0.236,-11.516,0.0568,0.615,0.845,0.273,119.989
2 Arlindos,0.626,0.6583333333333333,-7.244,0.037766666666666664,0.6843333333333333,0.0,0.8276666666666667,131.97299999999998
2 Baddies - The 4th Album,0.596,0.921,-2.372,0.258,0.153,0.0,0.529,171.96
2 Cool 4 Skool,0.6426666666666666,0.8456666666666667,-4.8133333333333335,0.2335,0.1084,2.66e-06,0.7483333333333334,137.619
2 Deluxe,0.5232,0.9338,-3.7804,0.08154,0.0065552,0.395600852,0.457,138.82260000000002
2 Die 4,0.7589999999999999,0.7290000000000001,-6.502000000000001,0.0694,0.016465,0.04213015,0.518,121.514
2 Em 1,0.565,0.558,-7.957,0.0259,0.0983,0.0027,0.51,103.19
2 En 1,0.636,0.2915,-11.4185,0.055,0.901,2.66e-05,0.361,106.8765
2 Grandes de la Salsa Vol. 4,0.818,0.683,-8.45,0.0434,0.448,0.0,0.942,88.198
2 Lions,0.789,0.831,-6.999,0.152,0.221,0.0,0.642,139.884
2 MUCH,0.642,0.933,-2.887,0.0871,0.0657,1.04e-05,0.158,150.039
2 Millionen Gründe,0.602,0.963,-3.657,0.0382,0.0449,0.0,0.842,128.009
2 Mins of Pain,0.886,0.434,-12.106,0.403,0.101,1.22e-06,0.785,147.995
2 Oceans,0.588,0.569,-7.721,0.0295,0.303,0.0342,0.209,101.988
2 Sides to the Story,0.835,0.951,-5.805,0.065,0.000502,0.0349,0.349,127.008
2 States,0.6038,0.6372,-7.7951999999999995,0.03918,0.42299999999999993,0.00013421399999999999,0.5938000000000001,101.4816
2 Step on My Haters,0.88,0.588,-7.402,0.122,0.0776,0.0,0.934,94.026
2 Säsongen - På Rymmen,0.428,0.873,-5.444,0.0361,0.027,0.0,0.871,146.85
2 Things,0.6970000000000001,0.5349999999999999,-6.3255,0.0465,0.4862,0.00073,0.423,111.5035
2 soon,0.517,0.663,-6.688,0.0375,0.146,0.0,0.146,174.032
2 steg från paradise,0.4900588235294117,0.757235294117647,-5.583588235294117,0.06742352941176472,0.23419352941176472,0.0021804123529411763,0.5001411764705882,123.57164705882352
2 É demais!,0.578,0.451,-13.806,0.0332,0.247,0.0,0.28,128.36
2 é Demais,0.6016923076923077,0.6583846153846153,-8.904230769230768,0.038992307692307694,0.35286923076923077,0.00917500846153846,0.6813076923076923,136.4916153846154
2%,0.922,0.683,-8.045,0.413,0.156,0.0,0.72,110.011
"2,3,4",0.6114999999999999,0.8734999999999999,-4.4045000000000005,0.043050000000000005,0.047549999999999995,0.0,0.857,114.4575
2.0,0.641,0.853,-4.76,0.0591,0.377,0.0,0.629,156.014
2.2.1973 Ankara,0.607,0.305,-15.432,0.0321,0.0153,0.0467,0.53,108.901
20,0.629,0.7336666666666667,-7.7043333333333335,0.04006666666666667,0.10110873333333333,0.7463333333333333,0.4357,125.98033333333335
20 Años  [En Vivo],0.5822,0.7434000000000001,-5.9308,0.045340000000000005,0.5256000000000001,0.00010585600000000001,0.7428,107.54100000000001
20 Años Como El Primer Día,0.7175,0.55525,-4.5765,0.03035,0.42574999999999996,0.00017989,0.94,102.6065
20 Años Contigo,0.666,0.811,-4.226,0.148,0.0509,0.0,0.715,177.785
20 Años No Es Nada,0.39225,0.9672499999999999,-3.6175,0.09785,0.000318325,0.0,0.53,117.22275
20 Años de Éxitos,0.828,0.595,-4.889,0.0734,0.401,0.0,0.974,94.002
20 Años: El Show Más Feliz del Mundo,0.5248333333333334,0.7879999999999999,-8.332666666666666,0.09696666666666666,0.10149166666666666,1.4348333333333333e-05,0.50425,150.58133333333333
20 Años: Festejar para Sobrevivir - en Vivo,0.432,0.6105,-8.165,0.03385,0.5745,1.2e-05,0.403,115.89850000000001
"20 Baladas del Recuerdo, vol. 3",0.754,0.428,-6.669,0.0395,0.798,5.68e-05,0.914,106.916
20 Bluegrass Favorites,0.433,0.729,-12.524,0.0397,0.239,0.93,0.974,134.238
20 Chansons D'or,0.422,0.392,-8.577,0.0278,0.676,0.0,0.315,83.788
20 Country Gospel Hymns,0.532,0.349,-15.308,0.0298,0.642,0.0,0.865,203.149
20 De Julio,0.499,0.879,-4.741,0.041,0.382,4.06e-06,0.799,176.591
20 Doradas Y Adoradas Originales,0.557,0.691,-4.825,0.0507,0.321,0.0,0.575,124.632
20 Exitos,0.4365,0.6445000000000001,-6.58075,0.031375,0.185,5.75e-06,0.52,102.0025
20 Exitos Colleccion de Oro,0.6525,0.6655,-9.9,0.053250000000000006,0.191795,0.000825,0.8714999999999999,141.34050000000002
20 Exitos Originales,0.6832499999999999,0.80425,-4.757,0.087825,0.46625000000000005,2.0725000000000002e-05,0.85675,124.10975
20 Exitos de los Chicanos,0.512,0.269,-17.237,0.0323,0.608,0.0,0.519,99.842
20 Exitos de los Grandes Años del Rock And Roll,0.5785,0.369,-15.1165,0.04135,0.2083,0.0,0.573,124.613
20 Four 7 Savage,0.675,0.936,-2.604,0.039,0.000187,0.105,0.224,100.017
20 Fucking Years Of Planet E: We Ain't Dead Yet,0.959,0.696,-6.739,0.201,0.00609,0.0389,0.366,120.008
20 Grandes Exitos,0.5281666666666667,0.3015,-15.2555,0.06756666666666666,0.6735000000000001,3.275e-06,0.6576666666666667,139.1925
20 Grandes Exitos Para Recordar,0.255,0.358,-13.487,0.0301,0.391,0.0,0.636,186.68
20 Grandes Sucessos De Alceu Valença,0.568,0.48,-9.571,0.0315,0.285,0.0,0.646,118.215
20 Grandes Sucessos De Biquini Cavadao,0.826,0.646,-11.089,0.137,0.073,0.0,0.956,90.104
20 Grandes Sucessos De Raul Seixas,0.494,0.691,-7.233,0.0368,0.0599,0.00633,0.722,111.175
20 Grandes Sucessos: A Voz de Quem Te Ama,0.47428571428571425,0.8602857142857143,-4.280571428571429,0.07884285714285713,0.19602857142857144,0.0,0.5611428571428572,172.54357142857143
20 Grandes de los Baby's,0.723,0.318,-15.12,0.0342,0.0229,2.09e-06,0.439,112.157
20 Grandes Éxitos,0.6279999999999999,0.9099999999999999,-2.303,0.10085,0.35650000000000004,5.05e-05,0.974,160.657
20 Great Tangos,0.522,0.60625,-8.2085,0.09615,0.82275,0.1097502575,0.75275,116.06675
20 Greatest Hits,0.623,0.488,-5.803,0.0271,0.565,0.036,0.638,92.478
20 Hardcore Classics,0.663,0.695,-12.17,0.0854,0.000512,0.254,0.197,185.501
20 Jahre DJ Ötzi - Party ohne Ende,0.6555,0.9565,-5.141,0.051199999999999996,0.02533575,8.6e-07,0.6215,131.0075
20 Kilates,0.7315,0.305,-14.918,0.03025,0.5745,1.15e-06,0.49,96.087
20 Melhores Recordações,0.738,0.8400000000000001,-3.2430000000000003,0.03565,0.6515,0.0,0.8640000000000001,139.0685
20 Minutos,0.736,0.45,-11.232,0.0398,0.0238,0.322,0.931,128.768
20 Of Hank Williams' Greatest Hits,0.6697500000000001,0.27875,-11.05275,0.036975,0.89625,5.875e-06,0.698,135.2005
20 Questions,0.713,0.624,-5.392,0.0784,0.379,1.83e-05,0.481,110.002
20 Rock's de los 60's en Español Vol. 1,0.597,0.5065,-13.370000000000001,0.0651,0.6619999999999999,0.008757450000000002,0.8975,174.129
20 Secretos De Amor - Raul Abramzon,0.57,0.588,-9.418,0.04,0.445,0.0,0.755,90.714
"20 Sleeping Rain Sounds - Cure Insomnia, Sleep 8 Hours & Wake Refreshed",0.0,0.998,-25.885,0.0,0.132,0.942,0.0,122.979
20 Suosikkia / Hopeinen kuu,0.444,0.367,-9.573,0.0308,0.976,0.00351,0.442,99.853
20 Suosikkia / Onnen maa,0.783,0.324,-7.549,0.0414,0.728,0.0,0.803,121.18
20 Super Sucessos,0.71175,0.5155000000000001,-8.2315,0.036449999999999996,0.46575,0.00338015,0.63675,119.539
20 Super Sucessos Antônio Carlos e Jocafi,0.722,0.534,-10.955,0.0718,0.241,1.36e-05,0.936,80.01
20 Super Sucessos Noite Ilustrada,0.643,0.79,-9.76,0.0408,0.4425,0.002699,0.863,97.531
"20 Super Sucessos, Vol. 3",0.7879999999999999,0.619,-7.313,0.0431,0.419,0.0,0.874,130.063
"20 Super Sucessos: Almir Bezerra, Vol. 2",0.733,0.406,-11.632,0.0288,0.667,2.78e-06,0.512,111.903
20 Super Sucessos: Cantigas de Vaquejada,0.73,0.88,-3.098,0.0357,0.378,0.0,0.929,119.77
20 Super Sucessos: Dominguinhos,0.563,0.84,-6.968,0.103,0.36199999999999993,0.0,0.956,178.227
20 Super Sucessos: Jorge de Altinho,0.704,0.821,-9.442,0.0332,0.0404,0.0,0.967,126.073
20 Super Sucessos: Luiz Ayrão,0.607,0.6956666666666665,-5.003666666666667,0.06183333333333333,0.44733333333333336,0.0,0.7103333333333334,130.64166666666668
20 Super Sucessos: Nando Cordel,0.617,0.662,-10.158,0.0413,0.521,0.0,0.896,168.71
20 Super Sucessos: Pagode e Churrasco,0.5125,0.8785000000000001,-5.1615,0.135,0.5795,0.0,0.7555000000000001,102.2485
20 Super Sucessos: Petrúcio Amorim,0.613,0.907,-3.852,0.0613,0.22,0.0,0.909,174.517
20 Super Sucessos: Tayrone Cigano,0.7426666666666666,0.7400000000000001,-5.603000000000001,0.0309,0.5513333333333333,1.3966666666666668e-05,0.856,135.025
20 Super Sucessos: Vanusa,0.483,0.474,-7.286,0.0457,0.614,0.0,0.428,72.068
20 Superéxitos Originales,0.486,0.591,-10.052,0.0671,0.623,0.834,0.649,144.658
